,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
1544,480.00653,FDD20,OUT019
1545,627.8565,FDT36,OUT049
1546,3536.885,DRF15,OUT027
1547,150.73842,FDN52,OUT010
1548,5754.747,FDC22,OUT027
1549,2537.1155,FDX15,OUT045
1550,3340.3413,FDT13,OUT013
1551,2076.7017,FDU04,OUT017
1552,219.5475,FDU31,OUT019
1553,2242.9697,FDW59,OUT027
1554,2505.49,NCO29,OUT046
1555,2857.9785,FDL15,OUT035
1556,2456.3403,FDI41,OUT049
1557,1714.1594,FDQ48,OUT049
1558,886.7434,DRI39,OUT013
1559,4230.9873,FDI08,OUT013
1560,2294.7961,FDC21,OUT049
1561,1114.7236,FDF58,OUT035
1562,-813.397,FDS08,OUT010
1563,2019.3135,FDE47,OUT045
1564,303.57855,NCP18,OUT019
1565,1578.0027,NCR41,OUT013
1566,2817.6702,FDA27,OUT013
1567,3281.7217,FDA43,OUT035
1568,1202.547,FDA49,OUT045
1569,2879.7693,NCE55,OUT018
1570,1129.9534,DRM49,OUT027
1571,4443.9585,FDF22,OUT027
1572,1072.9584,FDQ15,OUT018
1573,3410.5889,NCS54,OUT017
1574,419.3986,NCY05,OUT013
1575,4590.9644,FDR45,OUT046
1576,2403.837,FDK57,OUT049
1577,1015.93604,FDF41,OUT010
1578,2049.9263,FDV21,OUT046
1579,708.5281,FDD51,OUT046
1580,1998.8978,FDF33,OUT046
1581,4162.1914,FDA38,OUT046
1582,3107.332,FDR56,OUT045
1583,2039.8475,NCN41,OUT017
1584,2394.1914,FDC60,OUT027
1585,3431.3677,FDB47,OUT045
1586,2994.317,DRH01,OUT013
1587,1757.6683,FDW08,OUT046
1588,927.5567,FDF38,OUT027
1589,2430.9763,FDY32,OUT017
1590,1664.427,FDG34,OUT049
1591,201.97466,FDG47,OUT019
1592,3119.2214,NCF18,OUT035
1593,323.39258,FDL39,OUT019
1594,2000.6742,NCH55,OUT035
1595,993.7105,DRJ35,OUT049
1596,4126.627,FDS44,OUT035
1597,3648.785,DRE01,OUT018
1598,3646.6824,FDY39,OUT013
1599,2555.0708,FDY32,OUT018
1600,3011.0833,FDR33,OUT027
1601,1266.0388,NCP50,OUT049
1602,1212.0726,FDZ47,OUT018
1603,2241.561,FDU57,OUT049
1604,3309.6199,FDY44,OUT013
1605,816.6303,DRH59,OUT018
1606,6452.082,FDB03,OUT027
1607,2962.4717,FDY46,OUT045
1608,2449.9998,FDM39,OUT045
1609,1270.6976,FDY36,OUT035
1610,3167.185,NCM55,OUT035
1611,142.63173,FDJ50,OUT010
1612,2192.5884,DRL60,OUT013
1613,3634.885,NCJ54,OUT049
1614,557.56836,FDX59,OUT017
1615,3647.4182,FDI07,OUT013
1616,92.68823,DRF51,OUT010
1617,1727.0815,FDM14,OUT017
1618,3340.9963,FDP21,OUT045
1619,1128.8029,FDE40,OUT035
1620,2262.1372,FDE05,OUT035
1621,3789.5574,FDM13,OUT027
1622,3473.4358,FDC34,OUT027
1623,2116.6309,NCI55,OUT018
1624,2434.0996,NCE43,OUT018
1625,1347.0247,FDW58,OUT018
1626,4190.767,FDG60,OUT045
1627,2272.1047,FDV31,OUT017
1628,3035.7441,FDR47,OUT013
1629,153.68074,FDM60,OUT019
1630,2938.7092,NCF06,OUT018
1631,2919.724,NCN26,OUT027
1632,1312.9612,FDQ59,OUT049
1633,580.30536,FDF09,OUT046
1634,4242.4126,NCS06,OUT017
1635,1780.4888,FDT44,OUT046
1636,4354.8545,FDI19,OUT017
1637,1050.9144,FDT22,OUT017
1638,4477.031,NCF54,OUT027
1639,3042.3184,DRG25,OUT045
1640,3930.5234,FDB59,OUT017
1641,3588.763,FDQ37,OUT017
1642,818.7043,FDP56,OUT035
1643,2801.9353,FDW44,OUT035
1644,265.43365,FDJ26,OUT010
1645,2645.201,FDU43,OUT018
1646,1575.8369,FDW33,OUT045
1647,3437.635,NCX53,OUT027
1648,271.73758,FDN56,OUT010
1649,2463.1758,DRF15,OUT049
1650,1971.885,FDO33,OUT017
1651,247.73955,FDZ39,OUT010
1652,817.11096,NCJ19,OUT017
1653,3858.8853,FDU01,OUT035
1654,3986.9456,FDT12,OUT035
1655,957.68256,NCM18,OUT018
1656,1944.4945,FDP19,OUT017
1657,419.70972,NCR42,OUT049
1658,1844.6849,FDN10,OUT046
1659,947.2544,FDG44,OUT017
1660,3198.671,FDQ10,OUT046
1661,1359.1482,DRH13,OUT049
1662,3496.7864,FDT52,OUT013
1663,1654.06,FDM56,OUT045
1664,367.09772,NCO43,OUT010
1665,3057.2373,NCV29,OUT035
1666,4183.524,NCF06,OUT013
1667,1392.6261,FDO50,OUT035
1668,4794.003,FDT59,OUT013
1669,1005.5672,FDX40,OUT027
1670,4051.619,FDE50,OUT017
1671,3395.4407,FDX51,OUT017
1672,1400.0663,NCD30,OUT018
1673,1677.4641,FDK15,OUT013
1674,972.1544,FDL12,OUT045
1675,3021.3071,FDK46,OUT017
1676,256.43365,DRH49,OUT010
1677,2337.276,FDQ57,OUT046
1678,1309.8795,FDY59,OUT017
1679,4310.3306,FDO09,OUT018
1680,1941.0675,NCG30,OUT035
1681,2530.8745,FDM09,OUT017
1682,2526.7256,NCN17,OUT027
1683,1166.401,NCS42,OUT013
1684,322.79062,FDD02,OUT019
1685,3802.8665,FDE34,OUT013
1686,3159.454,FDU38,OUT045
1687,2895.6655,FDB33,OUT046
1688,1356.8195,NCJ29,OUT017
1689,696.01874,FDZ27,OUT035
1690,1599.4469,FDI40,OUT013
1691,374.0432,FDG22,OUT013
1692,1625.0985,FDT51,OUT017
1693,2963.239,FDF20,OUT018
1694,1892.3872,FDV50,OUT035
1695,566.22394,FDT02,OUT049
1696,2633.9004,DRC49,OUT017
1697,2400.4827,FDF26,OUT049
1698,1966.2012,FDV52,OUT035
1699,606.57434,FDX59,OUT049
1700,5122.45,FDV25,OUT035
1701,1000.06854,FDW23,OUT027
1702,1282.7377,FDE53,OUT018
1703,2189.206,FDA19,OUT017
1704,1945.4283,FDH22,OUT046
1705,1771.3447,NCO41,OUT013
1706,4873.253,FDX12,OUT017
1707,2807.9734,FDF17,OUT013
1708,3973.526,FDS11,OUT045
1709,2528.9446,FDR51,OUT035
1710,104.18289,FDT49,OUT010
1711,2283.5483,FDC56,OUT013
1712,3038.3862,FDR13,OUT027
1713,2039.5801,FDQ60,OUT035
1714,4469.5654,FDN38,OUT049
1715,2889.0247,NCL29,OUT013
1716,4177.123,FDO13,OUT027
1717,3105.4155,FDE26,OUT018
1718,390.71048,FDA31,OUT010
1719,1238.0558,FDX14,OUT035
1720,2756.8843,FDA34,OUT045
1721,2785.132,FDF26,OUT013
1722,2380.807,FDE38,OUT045
1723,1850.5134,DRI11,OUT046
1724,3105.3572,FDQ60,OUT027
1725,1062.3296,FDL21,OUT027
1726,6066.4707,DRC12,OUT027
1727,4128.229,FDC47,OUT046
1728,2081.9822,FDE57,OUT045
1729,2061.9841,FDT14,OUT045
1730,3336.595,NCZ53,OUT046
1731,3999.348,FDE28,OUT018
1732,3022.0947,FDR19,OUT035
1733,336.23685,NCF54,OUT019
1734,1278.7526,FDZ08,OUT046
1735,2250.9236,NCJ05,OUT018
1736,1784.712,FDF59,OUT046
1737,1757.2413,NCO05,OUT035
1738,680.7759,FDW24,OUT018
1739,2695.9304,NCX42,OUT018
1740,772.7817,NCA53,OUT035
1741,493.61923,FDI45,OUT019
1742,1624.4752,FDG46,OUT046
1743,172.55998,FDM20,OUT010
1744,175.23944,FDW11,OUT010
1745,3407.6675,FDX08,OUT035
1746,615.3172,NCK17,OUT035
1747,2116.2224,FDK32,OUT018
1748,2719.6145,NCA42,OUT035
1749,3209.2324,DRI01,OUT035
1750,4592.628,NCL55,OUT049
1751,1356.2103,DRE25,OUT018
1752,2958.185,FDD14,OUT017
1753,2897.336,FDB10,OUT046
1754,2774.1174,DRN11,OUT035
1755,475.18033,FDP38,OUT018
1756,2956.243,NCA30,OUT017
1757,3389.2615,FDT15,OUT017
1758,664.7309,NCP55,OUT018
1759,2506.9678,FDF12,OUT035
1760,4217.7095,FDM21,OUT018
1761,4239.2666,FDX56,OUT035
1762,2691.1453,FDF10,OUT017
1763,2914.7876,FDT32,OUT045
1764,1208.9031,FDM51,OUT018
1765,2505.0505,NCR50,OUT018
1766,3721.3865,FDI19,OUT049
1767,1726.2562,FDX21,OUT017
1768,2708.435,FDR31,OUT035
1769,5059.579,FDY02,OUT013
1770,3927.8296,NCA29,OUT045
1771,2609.4587,NCX17,OUT046
1772,2949.2466,FDM12,OUT045
1773,4063.3792,FDI53,OUT027
1774,2126.1467,NCU30,OUT049
1775,3346.0583,FDC56,OUT027
1776,1715.6387,FDK27,OUT018
1777,3101.4644,NCK18,OUT017
1778,442.20596,FDB52,OUT019
1779,5085.8154,DRG25,OUT027
1780,730.3888,FDZ13,OUT049
1781,500.53064,FDB57,OUT019
1782,1172.3064,FDR40,OUT046
1783,106.78876,NCO14,OUT019
1784,2283.4236,NCN19,OUT045
1785,408.29962,FDQ28,OUT019
1786,2405.926,FDO13,OUT018
1787,1140.1251,FDK48,OUT013
1788,1926.7534,FDU07,OUT018
1789,2103.391,FDW20,OUT046
1790,174.7699,FDV12,OUT010
1791,2419.793,FDH24,OUT013
1792,3490.52,FDV59,OUT049
1793,1920.4191,FDK57,OUT045
1794,1093.7363,FDL16,OUT027
1795,2513.0369,NCQ17,OUT046
1796,3090.3918,FDJ15,OUT018
1797,1467.2109,FDX24,OUT049
1798,1941.2932,FDT47,OUT046
1799,936.2936,FDT10,OUT049
1800,944.2048,FDZ37,OUT018
1801,6612.526,FDW43,OUT027
1802,1649.2157,DRN36,OUT017
1803,1254.828,FDJ14,OUT045
1804,3435.1199,FDA32,OUT013
1805,326.52664,FDJ38,OUT019
1806,2398.8147,FDQ57,OUT017
1807,203.903,NCQ41,OUT019
1808,964.20654,FDG56,OUT049
1809,3285.181,DRC13,OUT027
1810,2819.7007,FDV55,OUT035
1811,2950.0586,FDQ49,OUT045
1812,202.50717,FDE29,OUT010
1813,4115.601,FDR03,OUT013
1814,1364.8441,FDD45,OUT049
1815,612.1495,FDN38,OUT010
1816,908.71155,FDT56,OUT046
1817,3411.5754,FDT48,OUT045
1818,2589.4226,FDU03,OUT049
1819,98.59642,FDC56,OUT010
1820,2719.8147,NCO43,OUT027
1821,2257.1243,FDQ27,OUT017
1822,3345.215,FDR03,OUT046
1823,164.85323,DRH23,OUT010
1824,647.25616,FDG22,OUT045
1825,1738.265,NCJ42,OUT013
1826,1664.5168,FDR24,OUT046
1827,2893.4514,FDW60,OUT035
1828,3115.9958,FDJ08,OUT013
1829,536.46716,DRL59,OUT018
1830,436.60385,FDG60,OUT010
1831,2523.1865,FDW27,OUT017
1832,1052.9974,FDX14,OUT018
1833,527.7444,FDC20,OUT013
1834,3043.1753,NCS29,OUT018
1835,1443.6584,FDJ56,OUT046
1836,241.02484,FDB20,OUT019
1837,6265.354,FDL28,OUT027
1838,1869.3507,FDW01,OUT018
1839,2100.0442,FDL03,OUT046
1840,3287.359,FDX22,OUT049
1841,2765.6145,FDJ21,OUT035
1842,2482.3772,FDR31,OUT045
1843,2812.2754,FDG21,OUT035
1844,948.9557,FDS22,OUT027
1845,1535.8698,FDK08,OUT035
1846,2088.516,FDE17,OUT018
1847,1521.1682,NCN30,OUT017
1848,1677.7969,FDT50,OUT046
1849,2992.9126,NCX42,OUT049
1850,3491.981,FDJ12,OUT035
1851,2892.755,NCA18,OUT027
1852,483.879,FDP23,OUT019
1853,4820.0107,FDX12,OUT013
1854,2319.3008,FDN40,OUT018
1855,1316.1564,FDV48,OUT035
1856,3122.271,NCY54,OUT013
1857,129.86238,FDL16,OUT010
1858,3171.056,FDR45,OUT018
1859,2308.6824,FDJ52,OUT046
1860,1340.516,DRG01,OUT017
1861,4690.788,FDP52,OUT013
1862,3493.3745,FDU58,OUT017
1863,1655.0555,FDL02,OUT045
1864,4386.546,FDG28,OUT013
1865,1898.8976,FDA19,OUT035
1866,2082.8591,FDW46,OUT027
1867,1598.829,NCD43,OUT049
1868,785.2566,DRG39,OUT013
1869,706.69244,NCF55,OUT049
1870,1733.0344,FDJ07,OUT046
1871,2583.9397,FDE08,OUT046
1872,270.45486,FDP56,OUT019
1873,666.7049,FDT45,OUT045
1874,2767.9104,FDF17,OUT018
1875,1320.2689,FDX44,OUT046
1876,5069.2812,FDM28,OUT027
1877,3172.7947,FDI36,OUT049
1878,1708.0039,FDS07,OUT045
1879,1973.403,FDD36,OUT045
1880,1042.4441,FDW11,OUT046
1881,2009.6748,FDN40,OUT049
1882,1493.531,NCQ18,OUT049
1883,4135.4937,NCQ54,OUT017
1884,1269.7725,NCS42,OUT045
1885,95.275604,DRH39,OUT010
1886,2524.0715,FDC09,OUT027
1887,404.74045,FDT08,OUT010
1888,4200.3853,FDC08,OUT035
1889,702.2436,FDT20,OUT017
1890,1094.1134,FDS35,OUT035
1891,3039.7168,FDX58,OUT018
1892,1658.908,FDW58,OUT046
1893,1512.3419,DRD27,OUT046
1894,199.95613,FDH32,OUT019
1895,5665.8877,FDS26,OUT035
1896,1610.1493,FDQ31,OUT046
1897,2825.6572,FDP11,OUT018
1898,1719.9567,FDD58,OUT017
1899,3277.206,FDM33,OUT045
1900,3321.81,FDZ16,OUT049
1901,-140.52962,NCS29,OUT010
1902,271.53915,NCM18,OUT019
1903,3763.5679,FDP11,OUT049
1904,2235.987,NCC42,OUT017
1905,2249.2212,DRM23,OUT046
1906,5693.5674,NCN55,OUT027
1907,4256.744,FDK46,OUT013
1908,3077.87,FDR01,OUT046
1909,1773.0748,NCA05,OUT045
1910,2847.2656,NCP43,OUT017
1911,308.34988,FDR12,OUT010
1912,2555.812,FDQ01,OUT013
1913,1946.58,FDM13,OUT046
1914,4290.5396,FDQ19,OUT017
1915,271.0484,FDK56,OUT019
1916,557.832,NCX06,OUT010
1917,3059.4468,FDO56,OUT027
1918,1943.0288,FDU45,OUT045
1919,210.1776,FDI16,OUT019
1920,1856.6967,FDL32,OUT046
1921,2069.4304,FDA07,OUT046
1922,2348.894,FDA14,OUT045
1923,3729.2234,FDV46,OUT027
1924,3451.9421,NCO07,OUT035
1925,1554.8606,NCP41,OUT046
1926,1918.8502,FDY60,OUT018
1927,3540.2712,FDN38,OUT017
1928,1186.9497,FDO15,OUT046
1929,2023.652,FDT60,OUT013
1930,4235.0874,FDA55,OUT035
1931,74.29645,FDE02,OUT010
1932,4760.034,DRJ39,OUT049
1933,1239.6549,FDV34,OUT035
1934,4862.419,FDS20,OUT027
1935,2838.7883,FDF02,OUT027
1936,2353.3901,FDW40,OUT017
1937,3423.8984,NCB43,OUT046
1938,1391.9288,FDR58,OUT017
1939,516.7229,DRJ59,OUT035
1940,1778.991,NCD30,OUT017
1941,1609.455,FDE14,OUT017
1942,1239.5477,FDC28,OUT018
1943,916.8007,FDU16,OUT018
1944,906.7275,NCD19,OUT035
1945,463.41357,FDU21,OUT046
1946,5324.0327,FDV59,OUT027
1947,3429.4492,FDU03,OUT045
1948,205.09703,FDC33,OUT010
1949,585.2113,NCR42,OUT035
1950,1171.3534,DRH59,OUT035
1951,2109.7803,NCM31,OUT035
1952,4618.231,FDS50,OUT035
1953,886.9305,FDP39,OUT046
1954,2388.6028,FDQ55,OUT013
1955,159.68149,FDV36,OUT019
1956,2258.434,FDI05,OUT027
1957,2587.1829,FDS45,OUT027
1958,580.96533,FDA39,OUT045
1959,261.56268,FDC37,OUT010
1960,4615.749,FDJ60,OUT027
1961,2286.4155,DRQ35,OUT046
1962,1938.7504,NCJ06,OUT046
1963,2027.257,NCY42,OUT018
1964,2877.3252,DRM37,OUT049
1965,645.94275,FDR14,OUT045
1966,685.8062,FDE51,OUT049
1967,2860.8225,FDT33,OUT017
1968,1935.3077,FDR08,OUT013
1969,571.14,FDE36,OUT010
1970,51.79972,FDL22,OUT019
1971,1934.9673,FDR44,OUT013
1972,268.05667,FDI56,OUT019
1973,233.63689,FDE47,OUT010
1974,-28.686293,FDV27,OUT010
1975,711.2695,FDV10,OUT049
1976,1469.5876,FDC40,OUT045
1977,3430.3794,NCX41,OUT013
1978,2574.368,NCQ38,OUT027
1979,2582.932,FDV12,OUT027
1980,1489.8868,FDE52,OUT017
1981,4185.643,FDG20,OUT027
1982,1052.0197,FDV16,OUT027
1983,2120.6729,FDI32,OUT017
1984,882.35266,FDJ32,OUT049
1985,1829.5122,FDN39,OUT018
1986,2985.4412,FDY34,OUT017
1987,929.8508,FDC14,OUT035
1988,4227.9956,FDA55,OUT017
1989,953.6119,FDZ50,OUT010
1990,2619.7256,DRG13,OUT049
1991,1920.0703,FDP01,OUT013
1992,2837.0042,NCG54,OUT017
1993,1866.3579,FDM13,OUT045
1994,4659.0586,NCO18,OUT027
1995,2651.5461,NCW41,OUT013
1996,3556.6543,FDM52,OUT027
1997,864.9923,NCF55,OUT035
1998,2266.703,FDT09,OUT046
1999,1903.7295,NCM19,OUT035
2000,2298.0483,FDW12,OUT018
2001,569.5452,FDP15,OUT019
2002,741.501,FDK36,OUT045
2003,3044.6797,FDZ25,OUT035
2004,3122.36,NCW06,OUT049
2005,2692.0332,FDW60,OUT046
2006,2249.362,DRC49,OUT013
2007,3490.8486,NCT17,OUT035
2008,2748.2488,NCN06,OUT018
2009,2878.3003,FDC45,OUT013
2010,815.265,DRJ47,OUT019
2011,4216.845,NCF06,OUT045
2012,244.14143,FDE21,OUT010
2013,903.92303,DRG27,OUT013
2014,2333.9875,FDW40,OUT049
2015,4278.068,NCO53,OUT046
2016,658.8502,FDE23,OUT049
2017,1771.5538,FDQ16,OUT046
2018,3654.9604,FDS26,OUT045
2019,53.042538,FDZ13,OUT010
2020,2394.2686,FDS14,OUT049
2021,1510.5415,FDC10,OUT045
2022,3342.9363,FDY16,OUT049
2023,2069.852,FDJ20,OUT035
2024,548.416,FDV43,OUT035
2025,2460.0796,FDZ32,OUT027
2026,2618.203,FDR23,OUT046
2027,885.5023,FDN24,OUT035
2028,5165.538,FDE34,OUT027
2029,3326.954,FDU31,OUT013
2030,1394.639,FDW33,OUT018
2031,1547.4792,FDU26,OUT046
2032,4924.72,FDE20,OUT027
2033,1850.73,NCW05,OUT035
2034,1992.8857,FDB22,OUT018
2035,1776.1844,FDO56,OUT046
2036,3282.1467,FDA19,OUT027
2037,853.2916,DRI39,OUT045
2038,835.33344,FDH52,OUT018
2039,3423.7302,FDZ50,OUT035
2040,2752.8323,NCN42,OUT035
2041,2634.9634,FDB53,OUT013
2042,1820.1356,DRG11,OUT017
2043,4297.528,DRK11,OUT027
2044,2023.1978,FDQ60,OUT017
2045,579.5815,FDT36,OUT017
2046,2543.0386,DRG25,OUT018
2047,2733.7668,DRJ23,OUT046
2048,2633.8347,FDG05,OUT035
2049,1625.863,NCK06,OUT018
2050,2461.8071,FDU52,OUT017
2051,1100.1843,FDW07,OUT018
2052,609.16956,NCM17,OUT045
2053,2674.6277,FDA22,OUT045
2054,3126.4817,NCA41,OUT018
2055,585.93134,FDF38,OUT035
2056,1046.328,FDH52,OUT046
2057,729.53845,FDY58,OUT019
2058,3405.5188,FDZ16,OUT045
2059,1307.8163,NCM18,OUT017
2060,2103.4417,FDA22,OUT018
2061,2373.322,NCJ43,OUT035
2062,7089.372,FDI34,OUT027
2063,1007.36633,FDG56,OUT046
2064,1670.3219,FDS34,OUT046
2065,650.86884,DRC01,OUT035
2066,661.6785,FDQ04,OUT035
2067,944.63306,FDK04,OUT035
2068,1893.9796,FDT51,OUT049
2069,3188.3926,FDV26,OUT017
2070,1644.4634,FDS04,OUT049
2071,3371.9685,FDW43,OUT018
2072,364.4948,FDQ28,OUT010
2073,1913.1332,NCK06,OUT017
2074,1796.4805,FDS23,OUT018
2075,964.715,FDZ36,OUT019
2076,739.07574,FDE56,OUT018
2077,4628.661,FDW10,OUT027
2078,2959.419,NCN14,OUT045
2079,1459.8342,NCQ18,OUT045
2080,1732.399,FDW08,OUT017
2081,4200.504,FDU43,OUT035
2082,269.48373,FDR33,OUT010
2083,393.61853,FDM24,OUT010
2084,1504.4006,NCZ05,OUT046
2085,1964.5144,NCV41,OUT035
2086,2394.6692,FDV11,OUT018
2087,670.96814,NCY05,OUT035
2088,2818.3623,FDV44,OUT018
2089,1270.0326,FDW32,OUT049
2090,3332.9631,NCU18,OUT027
2091,5030.4644,NCC43,OUT035
2092,1734.0671,FDW19,OUT013
2093,2941.9363,FDN31,OUT035
2094,615.563,FDI48,OUT045
2095,1401.6602,FDS24,OUT017
2096,2148.1526,FDF46,OUT049
2097,2215.6982,DRG23,OUT017
2098,2811.8992,FDG14,OUT018
2099,2964.6077,NCY30,OUT049
2100,1693.9072,FDO28,OUT018
2101,2327.4597,DRD24,OUT035
2102,1409.8237,FDI33,OUT049
2103,2953.9326,FDN32,OUT046
2104,5604.4766,FDR16,OUT045
2105,2425.5935,FDF26,OUT046
2106,484.27005,NCN29,OUT018
2107,2918.464,FDE20,OUT045
2108,3149.1384,FDA46,OUT046
2109,2854.344,FDU28,OUT045
2110,1531.3295,FDQ48,OUT045
2111,2231.8381,FDV36,OUT013
2112,437.5401,FDR14,OUT018
2113,3977.471,FDP23,OUT017
2114,506.02063,FDP56,OUT013
2115,462.3541,FDK48,OUT010
2116,2225.9639,FDR48,OUT046
2117,914.79346,NCY29,OUT049
2118,491.27686,FDM22,OUT018
2119,2707.0288,DRJ01,OUT013
2120,3437.2717,FDZ43,OUT045
2121,2543.666,FDV03,OUT035
2122,5985.8857,FDX11,OUT027
2123,5589.4395,NCA41,OUT027
2124,2547.772,FDE38,OUT017
2125,531.0777,FDI27,OUT018
2126,3098.1516,FDN32,OUT013
2127,2225.5818,NCN43,OUT017
2128,5950.0264,FDB47,OUT027
2129,2545.087,FDV03,OUT017
2130,1400.3184,NCN30,OUT045
2131,610.367,NCV54,OUT010
2132,1333.6309,FDV07,OUT013
2133,2405.358,FDP07,OUT049
2134,975.8879,FDK48,OUT018
2135,324.51535,FDM15,OUT019
2136,3249.3918,FDY19,OUT027
2137,3330.299,FDK46,OUT046
2138,1038.1698,FDY11,OUT045
2139,716.4077,FDH09,OUT046
2140,4396.632,FDO08,OUT027
2141,4551.5933,FDU14,OUT013
2142,3343.6018,FDD22,OUT027
2143,2808.4402,FDM27,OUT017
2144,2749.2517,FDL02,OUT027
2145,2566.7512,NCA17,OUT035
2146,426.79895,FDE38,OUT019
2147,3110.0825,NCG07,OUT049
2148,4075.3223,DRC27,OUT013
2149,2614.4983,FDA27,OUT035
2150,2053.9934,FDW40,OUT045
2151,1505.9254,DRI11,OUT013
2152,1547.235,FDN50,OUT046
2153,2998.2263,FDR12,OUT046
2154,2957.211,FDT34,OUT027
2155,1171.1896,FDW11,OUT035
2156,5232.663,NCO30,OUT027
2157,3174.2087,FDZ34,OUT017
2158,1961.4542,FDU45,OUT017
2159,553.6342,NCD42,OUT035
2160,2472.339,FDX25,OUT045
2161,827.59296,NCR29,OUT046
2162,727.5902,FDX43,OUT019
2163,204.17595,FDB04,OUT010
2164,1461.2875,FDR49,OUT027
2165,1982.7424,FDS39,OUT018
2166,1586.2378,FDW58,OUT045
2167,132.79985,FDG22,OUT019
2168,1075.7189,FDG31,OUT017
2169,5682.1914,NCV53,OUT027
2170,2412.647,DRJ37,OUT035
2171,1816.6172,FDV07,OUT035
2172,2883.5972,FDW52,OUT018
2173,3139.4377,FDT15,OUT045
2174,1499.4601,FDD02,OUT018
2175,1562.6031,FDM16,OUT035
2176,2666.7537,NCE55,OUT046
2177,2941.8098,FDB57,OUT018
2178,873.97095,FDQ04,OUT013
2179,98.60755,FDQ47,OUT019
2180,550.0608,FDY14,OUT019
2181,4909.105,DRK37,OUT017
2182,4264.6216,FDO25,OUT017
2183,4725.2383,FDL57,OUT046
2184,1654.7449,NCK29,OUT018
2185,8466.626,FDK46,OUT027
2186,440.72098,NCB43,OUT010
2187,6778.904,DRE01,OUT027
2188,2809.7148,FDC46,OUT018
2189,1547.041,FDQ23,OUT045
2190,706.8465,FDX38,OUT049
2191,3893.2468,FDG60,OUT018
2192,3766.5464,FDW55,OUT017
2193,695.44403,FDP39,OUT013
2194,1166.6495,FDB20,OUT018
2195,2433.5894,FDV21,OUT017
2196,1257.1364,FDZ02,OUT013
2197,3338.2,FDP19,OUT027
2198,3470.8179,FDA38,OUT035
2199,1871.663,FDH22,OUT045
2200,4687.857,DRM11,OUT045
2201,5286.2363,FDO12,OUT027
2202,2187.2754,FDT14,OUT049
2203,565.83124,FDW34,OUT010
2204,4615.036,FDG04,OUT027
2205,1099.8668,FDW59,OUT018
2206,1482.1803,FDR33,OUT018
2207,1933.0833,FDP32,OUT013
2208,5294.006,FDL13,OUT027
2209,2019.942,FDD22,OUT013
2210,1814.968,FDV40,OUT027
2211,686.82715,NCD55,OUT046
2212,80.20791,FDQ20,OUT010
2213,753.5433,FDD28,OUT045
2214,3400.0483,FDC39,OUT045
2215,2126.102,NCR17,OUT049
2216,1724.2322,DRO35,OUT018
2217,4193.5063,FDF40,OUT049
2218,2453.049,FDR31,OUT018
2219,3549.9434,NCQ41,OUT017
2220,621.5312,FDP38,OUT046
2221,5991.0425,NCU54,OUT027
2222,518.9678,FDG22,OUT018
2223,2698.4304,DRK59,OUT013
2224,1813.608,FDC37,OUT046
2225,2456.2742,NCO42,OUT013
2226,1954.5878,NCT42,OUT017
2227,1801.5522,FDX27,OUT035
2228,1079.4962,FDV40,OUT018
2229,1987.652,FDT45,OUT027
2230,232.32169,FDS47,OUT019
2231,5358.1597,FDR45,OUT035
2232,4026.6746,FDB03,OUT045
2233,923.7819,FDO49,OUT035
2234,4833.298,FDU60,OUT027
2235,489.88934,FDB26,OUT018
2236,3233.9714,FDB46,OUT017
2237,237.60213,FDQ37,OUT019
2238,4533.6226,FDN03,OUT017
2239,4735.029,NCX30,OUT045
2240,231.2716,FDK32,OUT019
2241,2781.3784,DRM47,OUT013
2242,1181.9725,NCO02,OUT046
2243,881.3678,FDP04,OUT013
2244,1868.6318,NCO43,OUT049
2245,1221.6378,FDD59,OUT013
2246,3168.3972,FDQ10,OUT017
2247,2804.1504,FDW45,OUT035
2248,3568.2244,NCK30,OUT049
2249,2576.736,FDU31,OUT018
2250,306.92426,NCQ17,OUT019
2251,2602.3774,FDN01,OUT017
2252,2958.5322,FDZ19,OUT049
2253,2611.442,DRG37,OUT017
2254,525.9269,FDE32,OUT045
2255,2814.62,FDO34,OUT049
2256,192.7217,FDM04,OUT019
2257,3247.3704,FDZ25,OUT049
2258,1500.7188,FDU08,OUT049
2259,4147.573,NCW30,OUT045
2260,965.6499,NCM18,OUT013
2261,822.85284,FDS22,OUT035
2262,3474.174,NCH18,OUT017
2263,2939.4814,FDC23,OUT013
2264,2981.935,FDY46,OUT013
2265,4652.0464,NCU06,OUT046
2266,1611.3905,FDX57,OUT045
2267,5542.309,FDX36,OUT027
2268,748.83875,FDL16,OUT045
2269,2237.7944,FDT16,OUT010
2270,1603.548,FDN16,OUT018
2271,3363.1438,FDC03,OUT046
2272,5225.3516,DRF60,OUT013
2273,5241.698,FDS27,OUT027
2274,1538.284,FDP33,OUT010
2275,1783.6337,FDJ36,OUT018
2276,466.97772,NCR42,OUT013
2277,1271.8506,FDV14,OUT017
2278,3847.6094,NCP42,OUT035
2279,2224.5752,FDB50,OUT027
2280,3801.975,NCC30,OUT027
2281,1471.2028,FDA23,OUT018
2282,1530.0164,FDW16,OUT017
2283,493.4518,FDQ52,OUT010
2284,2435.5828,FDB58,OUT049
2285,1020.2231,NCP29,OUT049
2286,4580.925,NCM05,OUT045
2287,3256.903,FDO25,OUT013
2288,2382.6816,NCM54,OUT046
2289,3243.0645,NCL54,OUT046
2290,373.1245,FDL39,OUT010
2291,3165.1804,FDF53,OUT018
